ds,yhat,yhat_lower,yhat_upper
2021-06-30,0.7937277750796542,0.707767041545971,0.8763128806761988
2021-07-31,0.7758699613778479,0.6942890956442928,0.862000906763634
2021-08-31,0.7288779193575583,0.6460034397286636,0.8075761646024219
2021-09-30,0.7255680445988127,0.6444954652893807,0.8084023147315309
2021-10-31,0.7633961929517734,0.6764355750938956,0.8431644641909023
2021-11-30,0.7219115234903655,0.6427825194830359,0.8037339432437633
2021-12-31,0.8001523238765338,0.7145958673284947,0.8799580659251927
2022-01-31,0.6907377066564905,0.6139131119509555,0.7705317215319342
2022-02-28,0.7484707323261606,0.6651825251220763,0.8370309240794334
2022-03-31,0.7788401521445898,0.6990027170064084,0.8623429333260672
2022-04-30,0.7787514352695739,0.6858241604399054,0.8653589767523133
2022-05-31,0.7721183748019325,0.6839812254839711,0.8547345264078733
2022-06-30,0.8393959915121061,0.7508100709003558,0.9163217903231178
2022-07-31,0.8351385698836102,0.7478802055534836,0.9205345759347628
2022-08-31,0.7931156917840915,0.7045306970661327,0.8764116424706827
2022-09-30,0.7816544886684753,0.7024101070065885,0.8638175945371273
2022-10-31,0.8226695000566435,0.7306042479486833,0.9085734010975254
2022-11-30,0.7884937425797176,0.704801406018143,0.8714963823377145
2022-12-31,0.7789932914320159,0.6962342550173749,0.8643498580983261
2023-01-31,0.7471719714798255,0.6693664575639134,0.8301602577526486
2023-02-28,0.7844032963788928,0.6966773070847013,0.8681125372901581
2023-03-31,0.8340431869874282,0.7515382304269212,0.9254521325409292
2023-04-30,0.8193495340001098,0.7289819200594172,0.8984280269681205
2023-05-31,0.8312611072899383,0.7520124884784941,0.9148994841659468
2023-06-30,0.8812720368851037,0.7934048039896757,0.9640556744743238
2023-07-31,0.8914287947359476,0.80884999840814,0.9758164484630656
2023-08-31,0.8544917943116384,0.7681485307301615,0.9379068983623176
2023-09-30,0.8354255056387865,0.7523474607877106,0.9182674744229272
2023-10-31,0.8801975639057845,0.7990486912488669,0.9628349908755001
2023-11-30,0.8535765663548042,0.7693188938464249,0.9376562109326394
2023-12-31,0.851812431466596,0.7665525203496185,0.9383863806747506
2024-01-31,0.8022725631717653,0.7141981665674079,0.885377139313843
2024-02-29,0.7833225272816244,0.7005018090891819,0.8641879470750174
2024-03-31,0.7788968013983237,0.6929890427109052,0.8654014418109882
2024-04-30,0.7212292825069586,0.6326108649028296,0.8058802998642687
2024-05-31,0.7684815227634831,0.6869824883970094,0.8510228326654066
2024-06-30,0.8635668626697631,0.781432331283166,0.9477700368386013
2024-07-31,0.8388708033579595,0.7514721254912643,0.9231283694158574
2024-08-31,0.8129264467452101,0.7351667989855571,0.8949352078467835
2024-09-30,0.785751785284012,0.7029724367712337,0.8700761479836971
2024-10-31,0.8097733516361819,0.7330040051581425,0.8921249565067261
2024-11-30,0.7913801530545238,0.7085241637073643,0.876958245161022
2024-12-31,0.7592421799239673,0.670418586309035,0.8407599082681412
2025-01-31,0.719740722622709,0.635093165769971,0.804515412792124
2025-02-28,0.8185574411667531,0.7383976046341815,0.9022219726629018
2025-03-31,0.8324910634821616,0.7496497060721724,0.9163034561568083
2025-04-30,0.8120346730114993,0.7304200609225172,0.9011992111899096
2025-05-31,0.8291048174144933,0.7416402422411011,0.9174634726492488
2025-06-30,0.9057713887124572,0.8248024870280091,0.9920445571272032
